,files,folder
24,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0025.jpg,airplanes
25,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0026.jpg,airplanes
26,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0027.jpg,airplanes
27,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0028.jpg,airplanes
28,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0029.jpg,airplanes
29,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0030.jpg,airplanes
30,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0031.jpg,airplanes
31,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0032.jpg,airplanes
32,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0033.jpg,airplanes
33,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0034.jpg,airplanes
34,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0035.jpg,airplanes
35,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0036.jpg,airplanes
36,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0037.jpg,airplanes
37,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0038.jpg,airplanes
38,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0039.jpg,airplanes
39,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0040.jpg,airplanes
40,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0041.jpg,airplanes
41,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0042.jpg,airplanes
42,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0043.jpg,airplanes
43,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0044.jpg,airplanes
44,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0045.jpg,airplanes
45,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0046.jpg,airplanes
46,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0047.jpg,airplanes
47,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0048.jpg,airplanes
48,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0049.jpg,airplanes
49,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0050.jpg,airplanes
50,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0051.jpg,airplanes
51,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0052.jpg,airplanes
52,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0053.jpg,airplanes
53,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0054.jpg,airplanes
54,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0055.jpg,airplanes
55,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0056.jpg,airplanes
56,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0057.jpg,airplanes
57,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0058.jpg,airplanes
58,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0059.jpg,airplanes
59,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0060.jpg,airplanes
60,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0061.jpg,airplanes
61,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0062.jpg,airplanes
62,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0063.jpg,airplanes
63,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0064.jpg,airplanes
64,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0065.jpg,airplanes
65,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0066.jpg,airplanes
66,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0067.jpg,airplanes
67,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0068.jpg,airplanes
68,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0069.jpg,airplanes
69,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0070.jpg,airplanes
70,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0071.jpg,airplanes
71,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0072.jpg,airplanes
72,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0073.jpg,airplanes
73,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0074.jpg,airplanes
74,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0075.jpg,airplanes
75,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0076.jpg,airplanes
76,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0077.jpg,airplanes
77,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0078.jpg,airplanes
78,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0079.jpg,airplanes
79,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0080.jpg,airplanes
80,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0081.jpg,airplanes
81,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0082.jpg,airplanes
82,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0083.jpg,airplanes
83,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0084.jpg,airplanes
84,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0085.jpg,airplanes
85,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0086.jpg,airplanes
86,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0087.jpg,airplanes
87,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0088.jpg,airplanes
88,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0089.jpg,airplanes
89,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0090.jpg,airplanes
90,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0091.jpg,airplanes
91,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0092.jpg,airplanes
92,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0093.jpg,airplanes
93,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0094.jpg,airplanes
94,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0095.jpg,airplanes
95,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0096.jpg,airplanes
96,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0097.jpg,airplanes
97,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0098.jpg,airplanes
98,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0099.jpg,airplanes
99,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0100.jpg,airplanes
100,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0101.jpg,airplanes
101,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0102.jpg,airplanes
102,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0103.jpg,airplanes
103,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0104.jpg,airplanes
104,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0105.jpg,airplanes
105,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0106.jpg,airplanes
106,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0107.jpg,airplanes
107,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0108.jpg,airplanes
108,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0109.jpg,airplanes
109,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0110.jpg,airplanes
110,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0111.jpg,airplanes
111,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0112.jpg,airplanes
112,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0113.jpg,airplanes
113,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0114.jpg,airplanes
114,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0115.jpg,airplanes
115,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0116.jpg,airplanes
116,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0117.jpg,airplanes
117,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0118.jpg,airplanes
118,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0119.jpg,airplanes
119,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0120.jpg,airplanes
120,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0121.jpg,airplanes
121,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0122.jpg,airplanes
122,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0123.jpg,airplanes
123,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0124.jpg,airplanes
124,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0125.jpg,airplanes
125,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0126.jpg,airplanes
126,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0127.jpg,airplanes
127,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0128.jpg,airplanes
128,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0129.jpg,airplanes
129,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0130.jpg,airplanes
130,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0131.jpg,airplanes
131,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0132.jpg,airplanes
132,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0133.jpg,airplanes
133,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0134.jpg,airplanes
134,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0135.jpg,airplanes
135,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0136.jpg,airplanes
136,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0137.jpg,airplanes
137,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0138.jpg,airplanes
138,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0139.jpg,airplanes
139,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0140.jpg,airplanes
140,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0141.jpg,airplanes
141,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0142.jpg,airplanes
142,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0143.jpg,airplanes
143,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0144.jpg,airplanes
144,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0145.jpg,airplanes
145,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0146.jpg,airplanes
146,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0147.jpg,airplanes
147,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0148.jpg,airplanes
148,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0149.jpg,airplanes
149,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0150.jpg,airplanes
150,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0151.jpg,airplanes
151,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0152.jpg,airplanes
152,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0153.jpg,airplanes
153,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0154.jpg,airplanes
154,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0155.jpg,airplanes
155,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0156.jpg,airplanes
156,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0157.jpg,airplanes
157,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0158.jpg,airplanes
158,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0159.jpg,airplanes
159,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0160.jpg,airplanes
160,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0161.jpg,airplanes
161,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0162.jpg,airplanes
162,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0163.jpg,airplanes
163,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0164.jpg,airplanes
164,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0165.jpg,airplanes
165,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0166.jpg,airplanes
166,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0167.jpg,airplanes
167,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0168.jpg,airplanes
168,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0169.jpg,airplanes
169,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0170.jpg,airplanes
170,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0171.jpg,airplanes
171,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\airplanes\image_0172.jpg,airplanes
